system:index,.geo,VV,VH,NDVI,soil_moisture
17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.50339963024578,24.0299338501972]}",-9.799166086510676,-17.57322138692067,0.20687747,0.07539043000000001
18,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.59323115865773,24.0299338501972]}",-9.950982171845965,-17.18948659482763,0.2546454,0.06974124
19,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.77289421548164,24.0299338501972]}",-10.697474150827636,-18.68933583179988,0.2392783,0.07911292
20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.11350792552865,24.119765378609152]}",-16.608055797969936,-24.576561487189604,-0.31623933,0.08061122
21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.29317098235255,24.119765378609152]}",-16.843047723016443,-24.49409316833021,0.015814627,0.056130714
22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.47283403917646,24.119765378609152]}",-15.18015732684807,-25.047658143331898,0.026167281,0.072009034
23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.92199168123622,24.119765378609152]}",-18.93248270490448,-29.76209256780795,0.03296208,0.05925155
24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.28131779488403,24.119765378609152]}",-13.900312979168138,-24.33223061548626,0.09153713,0.08542958
25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.64064390853184,24.119765378609152]}",-8.646352455386129,-16.267978151866476,0.2906324,0.067327447
26,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.99997002217964,24.119765378609152]}",-8.88545569687815,-16.620423288381307,0.3213713,0.061975045
27,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.17963307900355,24.119765378609152]}",-8.817871821306818,-16.519585359151215,0.27637327,0.059377402999999995
28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.2694646074155,24.119765378609152]}",-8.386678390783219,-16.076010101500362,0.28977886,0.059377402999999995
29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71862224947526,24.119765378609152]}",-9.771042329596252,-16.32114709634966,0.21535915,0.0565663
30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.80845377788721,24.119765378609152]}",-8.250042606748309,-14.513093938848066,0.18858412,0.0565663
31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.16777989153502,24.119765378609152]}",-8.951911677238805,-15.525357217788644,0.23748271,0.06441878
32,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.34744294835893,24.119765378609152]}",-7.237631462718162,-14.0828982854802,0.28989017,0.06237566
33,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.61693753359478,24.119765378609152]}",-6.385064821088017,-13.827501672170571,0.19312005,0.07405684
34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.70676906200674,24.119765378609152]}",-8.13933329623756,-15.217288273662383,0.21922216,0.08070214
35,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.06609517565454,24.119765378609152]}",-7.948598807792776,-14.633459429722738,0.28350356,0.073818817
36,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.1559267040665,24.119765378609152]}",-9.746329850457002,-16.926000444695575,0.21645704,0.07312818
37,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.3355897608904,24.119765378609152]}",-10.00029558569763,-16.826714642959598,0.30238867,0.065775785
38,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.69491587453821,24.119765378609152]}",-10.593176845670012,-18.199996021371195,0.17516862,0.061976314
39,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.78474740295016,24.119765378609152]}",-10.19315450394045,-17.979225834873038,0.13525623,0.061976314
40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.14407351659797,24.119765378609152]}",-9.953315575632631,-17.68556658885176,0.22352998,0.08665597
41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.59323115865773,24.119765378609152]}",-10.348841869807464,-17.904992728373678,0.11842756,0.08993708
42,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.68306268706968,24.119765378609152]}",-11.10408812957064,-19.78675048365109,0.09892822,0.0959573
43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.86272574389359,24.119765378609152]}",-9.620731237052595,-16.513576668504918,0.22722876,0.08367575000000001
44,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.95255727230554,24.119765378609152]}",-10.219514432391954,-17.447612458912023,0.16635232,0.077491155
45,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.2033394539406,24.209596907021105]}",-16.360133605919106,-24.118698687168173,-0.027325682,0.08366078
46,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.29317098235255,24.209596907021105]}",-14.973803351845024,-23.757948977534813,0.011937978,0.08366078
47,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.38300251076451,24.209596907021105]}",-15.072923785948108,-25.317437366581768,0.015557351,0.08478255000000001
48,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.47283403917646,24.209596907021105]}",-13.315715067301978,-24.05592223981906,0.028823892,0.06809994
49,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.01182320964817,24.209596907021105]}",-17.71587816711864,-28.200258496421608,0.03787268,0.05412806
50,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.10165473806012,24.209596907021105]}",-17.149412316388045,-26.72955134478465,0.017460223,0.059841266
51,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.19148626647208,24.209596907021105]}",-14.541950907262356,-23.565229777838397,0.03770714,0.04827726400000001
52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.28131779488403,24.209596907021105]}",-15.595615949293576,-27.37126605297399,0.028416606,0.04827726400000001
53,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.46098085170793,24.209596907021105]}",-11.068095790316807,-18.456432681320425,0.1531528,0.065169754
54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.55081238011988,24.209596907021105]}",-11.109077249030817,-18.597100752931123,0.17678802,0.065169754
55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.82030696535574,24.209596907021105]}",-9.113050028190594,-16.391131953191383,0.31485176,0.06129396
56,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91013849376769,24.209596907021105]}",-9.19309262020036,-16.583300766294908,0.33656418,0.0639317
57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.99997002217964,24.209596907021105]}",-8.817567102447414,-16.82675705776706,0.2820229,0.0639317
58,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.0898015505916,24.209596907021105]}",-6.994629377012538,-16.421069466764646,0.3425831,0.06544379
59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.2694646074155,24.209596907021105]}",-8.421701692996383,-16.547751000290692,0.29973552,0.058718440000000004
60,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.35929613582745,24.209596907021105]}",-10.540281205100994,-17.678875036518527,0.2580518,0.060809930000000005
61,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.53895919265136,24.209596907021105]}",-10.389275340194384,-17.145907729681735,0.28905278,0.058009396000000005
62,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.62879072106331,24.209596907021105]}",-4.197328770282834,-12.011461502667032,0.19079848,0.057717457
63,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.07794836312307,24.209596907021105]}",-9.05690133210887,-15.645879727997707,0.25444314,0.06548191
64,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.16777989153502,24.209596907021105]}",-8.426983018338863,-15.066267448230894,0.22585359,0.061453295
65,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.34744294835893,24.209596907021105]}",-9.620198228869189,-16.80742681913744,0.3061597,0.061156893
66,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.43727447677088,24.209596907021105]}",-8.631462818317676,-15.830866715953652,0.23153886,0.062106576000000004
67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.61693753359478,24.209596907021105]}",-8.911997190414453,-16.665067641740176,0.15952104,0.08296875
68,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.70676906200674,24.209596907021105]}",-8.122813155809347,-15.063120454051774,0.29880366,0.067604685
69,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.97626364724259,24.209596907021105]}",-9.766741622090755,-16.132468579499193,0.2471326,0.077244763
70,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.1559267040665,24.209596907021105]}",-8.474116546942994,-15.950188591026558,0.2057214,0.069153333
71,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.24575823247845,24.209596907021105]}",-8.72812004124546,-15.913943772104084,0.21153246,0.069153333
72,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.3355897608904,24.209596907021105]}",-8.897753718309033,-15.699405913663156,0.23927926,0.064975653
73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.42542128930235,24.209596907021105]}",-8.483564409001792,-15.324775593432069,0.26297066,0.064310484
74,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.69491587453821,24.209596907021105]}",-10.139103624442056,-17.294083259129472,0.19773538,0.07120256999999999
75,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.78474740295016,24.209596907021105]}",-8.975766187606727,-16.1443677226483,0.18715326,0.07120256999999999
76,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.23390504500992,24.209596907021105]}",-9.921679879572691,-17.668832480389813,0.23401989,0.082592
77,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.50339963024578,24.209596907021105]}",-10.32501509699926,-17.622012453523986,0.22997749,0.09702912
78,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.68306268706968,24.209596907021105]}",-10.22041873975078,-17.803725085243116,0.14955385,0.10078948
79,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.86272574389359,24.209596907021105]}",-11.049854154848118,-17.817069114546314,0.21129327,0.072621
80,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.11350792552865,24.299428435433057]}",-13.326388316970526,-21.04427160615068,0.016511353,0.07439525
81,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.2033394539406,24.299428435433057]}",-14.766332464863837,-25.832229913951554,0.029000474,0.07859288
82,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.65249709600036,24.299428435433057]}",-12.774220335995668,-20.274042715324818,0.1224034,0.08085486
83,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.74232862441231,24.299428435433057]}",-12.957206371829333,-20.46463561080277,0.09554529,0.07599294000000001
84,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.01182320964817,24.299428435433057]}",-18.371737395218965,-28.641409622811043,0.03801563,0.05569492
85,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.10165473806012,24.299428435433057]}",-14.910164093550824,-23.89093009091665,0.029206885,0.05616109
86,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.28131779488403,24.299428435433057]}",-17.509244222034695,-26.452868599269223,0.016052159,0.05111756
87,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.37114932329598,24.299428435433057]}",-10.618358615720108,-18.591168342373955,0.18796358,0.07140405
88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.55081238011988,24.299428435433057]}",-9.332005054288178,-17.215143048179733,0.22503792,0.06733701
89,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.73047543694379,24.299428435433057]}",-9.20800928358875,-16.450367176865267,0.28047946,0.06554719
90,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91013849376769,24.299428435433057]}",-9.775832078846356,-16.641675587081778,0.21008779,0.0763712
91,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.35929613582745,24.299428435433057]}",-10.313010187147013,-16.997834942034366,0.27126542,0.056154637
92,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.62879072106331,24.299428435433057]}",-9.925766500040709,-16.852557977627153,0.22475985,0.059346666
93,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71862224947526,24.299428435433057]}",-8.337030061449203,-14.982832697252263,0.22836015,0.059063964000000004
94,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.80845377788721,24.299428435433057]}",-6.796141887855251,-14.595412426561875,0.24506733,0.059063964000000004
95,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.07794836312307,24.299428435433057]}",-9.351858073949504,-16.195169048489003,0.21180873,0.06473686
96,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.25761141994698,24.299428435433057]}",-4.421781029095713,-11.69136403245009,0.27468267,0.07180692699999999
97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.61693753359478,24.299428435433057]}",-8.671544464839396,-16.518274129643615,0.21282536,0.067848334
98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.70676906200674,24.299428435433057]}",-8.09213661554757,-15.441069512851222,0.21325153,0.06617622
99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.79660059041869,24.299428435433057]}",-9.415292645107762,-16.076600641690607,0.27899635,0.06617622
100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.97626364724259,24.299428435433057]}",-10.568898266370164,-17.3134216146468,0.23397604,0.071057734
101,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.06609517565454,24.299428435433057]}",-9.725480154144222,-16.259403238810545,0.30238596,0.071057734
102,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.42542128930235,24.299428435433057]}",-9.37775015867062,-16.25707823947662,0.25705817,0.06878958
103,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.51525281771431,24.299428435433057]}",-8.289930657240625,-14.7785830554822,0.2959062,0.06878958
104,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.60508434612626,24.299428435433057]}",-9.64845508008479,-16.59170663397468,0.2294717,0.072112503
105,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.69491587453821,24.299428435433057]}",-7.848535261029833,-14.722387926369652,0.24115424,0.071043744
106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.96441045977407,24.299428435433057]}",-10.164036431729118,-17.597930005239057,0.19609582,0.09144100999999999
107,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.23390504500992,24.299428435433057]}",-12.38265895920578,-19.21650695129064,0.12711251,0.08682956000000001
108,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.77289421548164,24.299428435433057]}",-10.670380616447376,-18.438648349040903,0.15391451,0.10126631
109,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.86272574389359,24.299428435433057]}",-10.292667319261565,-17.531890039480878,0.2397895,0.08234513
110,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.95255727230554,24.299428435433057]}",-10.164929199328894,-17.577181829932005,0.20931026,0.08249917999999999
111,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.0236763971167,24.389259963845006]}",-12.877362522201793,-19.657924228539034,0.10603207,0.0730759
112,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.29317098235255,24.389259963845006]}",-14.533300555924283,-20.7815431117537,0.06348554,0.06493278499999999
113,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.38300251076451,24.389259963845006]}",-12.751867455724025,-19.540461083813398,0.10682003,0.07063688
114,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.56266556758841,24.389259963845006]}",-21.509953796199536,-28.25976812464249,0.0339718,0.08366365999999999
115,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.65249709600036,24.389259963845006]}",-12.890109893721815,-19.641263328608133,0.13659275,0.07539667
116,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.74232862441231,24.389259963845006]}",-12.282253409009495,-20.48180030376289,0.09579376,0.08340244000000001
117,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.92199168123622,24.389259963845006]}",-13.81703215932927,-20.01976670426313,0.13308497,0.058627396000000005
118,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.01182320964817,24.389259963845006]}",-13.367004193677122,-19.299167782110743,0.13979395,0.058627396000000005
119,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.28131779488403,24.389259963845006]}",-18.33320777816676,-27.737805973773018,0.039533336,0.060098867
120,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.55081238011988,24.389259963845006]}",-10.332379747901427,-17.447177504278567,0.23010577,0.064827123
121,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.99997002217964,24.389259963845006]}",-8.846038179178851,-16.71859624548922,0.21154916,0.062471805
122,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.17963307900355,24.389259963845006]}",-10.036452353698609,-17.688134615409357,0.23144835,0.062330199999999995
123,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.53895919265136,24.389259963845006]}",-9.08057056864691,-15.826799938928875,0.29181373,0.05795261
124,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.62879072106331,24.389259963845006]}",-9.459963823495825,-16.58237753356152,0.23883183,0.058224936
125,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.98811683471112,24.389259963845006]}",-6.624565238776265,-13.9103294753523,0.2140274,0.059193172
126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.07794836312307,24.389259963845006]}",-8.755327354250394,-16.005678135339753,0.22860247,0.059193172
127,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.25761141994698,24.389259963845006]}",-5.676057356719125,-12.498496768119852,0.25828108,0.060482006000000005
128,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.34744294835893,24.389259963845006]}",-7.944974530364174,-15.0767020476375,0.20615706,0.059757996
129,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.43727447677088,24.389259963845006]}",-9.509414389825452,-16.54365859182968,0.35267553,0.06480041
130,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.52710600518283,24.389259963845006]}",-6.233601922752144,-13.57691297297635,0.208429,0.06480041
131,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.61693753359478,24.389259963845006]}",-6.869415905566226,-14.824484759084465,0.20075585,0.11541371
132,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.97626364724259,24.389259963845006]}",-9.809198789697746,-16.152060295797526,0.26978087,0.061550694
133,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.42542128930235,24.389259963845006]}",-10.054578248451774,-16.98138212478067,0.28962895,0.07499006
134,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.51525281771431,24.389259963845006]}",-10.386414451352763,-17.466545350512412,0.24475946,0.07499006
135,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.69491587453821,24.389259963845006]}",-8.331819537484359,-16.253978108089335,0.2743683,0.07977399
136,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.87457893136211,24.389259963845006]}",-10.05515861678745,-17.76373315083775,0.20393299,0.08125545
137,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.05424198818602,24.389259963845006]}",-10.175974966416923,-17.647092433487774,0.25222945,0.08100002
138,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.14407351659797,24.389259963845006]}",-10.396283324409454,-17.983849167921086,0.2503743,0.08844590000000001
139,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.23390504500992,24.389259963845006]}",-10.155340133269725,-17.681357214420792,0.1869886,0.08844590000000001
140,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.32373657342187,24.389259963845006]}",-9.855240597746809,-17.113428862223007,0.2387641,0.10766135
141,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.50339963024578,24.389259963845006]}",-17.805364176953354,-24.397071559596785,-0.05909682,0.079722505
142,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.86272574389359,24.389259963845006]}",-10.053213186609026,-17.20223999917683,0.30713454,0.09116548999999999
143,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.95255727230554,24.389259963845006]}",-10.00573756399411,-16.544278755378635,0.26594293,0.07994229
144,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.0236763971167,24.47909149225696]}",-13.4187555183442,-19.784640879185453,0.102960445,0.061014843
145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.2033394539406,24.47909149225696]}",-12.582540978374777,-18.910178179115213,0.12894523,0.056046925
146,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.47283403917646,24.47909149225696]}",-13.533810962213796,-20.142560102215768,0.08803579,0.075550065
147,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.74232862441231,24.47909149225696]}",-11.801526922811968,-19.67129339249805,0.09798481,0.08238601
148,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.92199168123622,24.47909149225696]}",-18.98949998183667,-29.940772569060407,0.044473536,0.067794642
149,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.01182320964817,24.47909149225696]}",-18.29994278141628,-26.898823568276217,0.007918727,0.067794642
150,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.10165473806012,24.47909149225696]}",-17.19787251115955,-23.88939615989069,-0.0071093766,0.048550997000000005
151,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.19148626647208,24.47909149225696]}",-18.912691457720108,-26.90845324147882,0.030876504,0.078365264
152,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.37114932329598,24.47909149225696]}",-12.554658667954971,-19.50569560257528,0.090485275,0.08192551999999999
153,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.55081238011988,24.47909149225696]}",-9.641823793943365,-16.4628375497161,0.2266702,0.058229119999999995
154,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.99997002217964,24.47909149225696]}",-9.215892742421094,-16.292916804124282,0.28917348,0.060146103
155,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.62879072106331,24.47909149225696]}",-8.93132328381987,-16.315369894557854,0.18918021,0.06378413
156,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.80845377788721,24.47909149225696]}",-8.222023351745372,-14.462004848208924,0.25372544,0.059771714
157,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.89828530629917,24.47909149225696]}",-7.2711486701243535,-14.395542715380731,0.18283023,0.060220494
158,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.07794836312307,24.47909149225696]}",-7.505307820330747,-14.897978464268842,0.23042144,0.06555463
159,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.16777989153502,24.47909149225696]}",-6.731097478907533,-13.68375014190078,0.24439326,0.06376168
160,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.25761141994698,24.47909149225696]}",-7.25951939953151,-13.9268892887316,0.2349298,0.06376168
161,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.34744294835893,24.47909149225696]}",-8.277340003662927,-15.009371544195076,0.27082965,0.07279464
162,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.43727447677088,24.47909149225696]}",-5.339493858766293,-13.014989125691436,0.2795139,0.069633904
163,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.61693753359478,24.47909149225696]}",-7.806584099994253,-15.63158527069057,0.31158695,0.0801994
164,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.97626364724259,24.47909149225696]}",-8.97547305763942,-15.301945856451574,0.21917461,0.072536135
165,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.24575823247845,24.47909149225696]}",-10.724489146458405,-17.570125784856383,0.2684737,0.06771754299999999
166,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.42542128930235,24.47909149225696]}",-9.19742970420905,-16.521140916976666,0.275845,0.071496305
167,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.60508434612626,24.47909149225696]}",-10.053918172457625,-17.093471094508338,0.3253699,0.07081061
168,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.69491587453821,24.47909149225696]}",-9.75287160392866,-16.96885873457231,0.22935668,0.059839409999999996
169,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.78474740295016,24.47909149225696]}",-9.685885618920215,-17.073944880472958,0.21846701,0.059839409999999996
170,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.87457893136211,24.47909149225696]}",-8.005456118652411,-15.185970193913768,0.17965439,0.063462186
171,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.05424198818602,24.47909149225696]}",-9.827399615521903,-17.247175652452178,0.27055982,0.08279016
172,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.32373657342187,24.47909149225696]}",-10.11913996324629,-17.82833400612681,0.16196509,0.0918365
173,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.50339963024578,24.47909149225696]}",-20.474037185850253,-27.073326427404822,-0.045356944,0.06607534
174,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.77289421548164,24.47909149225696]}",-10.68063334587023,-18.24324671796021,0.23058197,0.070092535
175,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.11350792552865,24.56892302066891]}",-14.593683829304382,-21.026092487126977,0.083088696,0.049049983
176,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.56266556758841,24.56892302066891]}",-13.090958392854082,-20.62395074117308,0.08412012,0.057337418
