system:index,Elevation,LST,NDVI,NDWI,Rainfall,VH,VV,VV_VH_ratio,VV_minus_VH,soil_moisture,.geo
30,6,32.95342857142856,0.15400468,-0.14963503,0.16379423,-15.099476614286562,-8.565068005201699,0.5672427080749111,6.534408609084863,6.349994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74793934771053,11.484960907468082]}"
31,101,34.88085714285717,0.20766774,-0.20268792,0.14875917,-17.464396910543623,-10.285699086197766,0.5889524349957984,7.178697824345857,6.876089,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.00233766189132,11.475977754626888]}"
32,97,37.18176470588236,0.18851942,-0.2179336,0.14875917,-18.17550437676005,-10.686902557772724,0.5879838235156456,7.488601818987325,6.876089,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.0292871204149,11.475977754626888]}"
33,92,36.433529411764766,0.26425165,-0.25094298,0.14875917,-17.137960012559166,-10.504720870191022,0.6129504831667757,6.633239142368144,6.876089,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.0382702732561,11.475977754626888]}"
34,81,34.75457142857147,0.29971626,-0.26575083,0.14875917,-16.656361650886183,-9.229382620163754,0.5541055612029603,7.426979030722428,6.9628677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.07420288462089,11.475977754626888]}"
35,62,36.52117647058827,0.15277117,-0.17651224,0.1460816,-17.76542691434312,-10.66495756715433,0.6003209277534364,7.10046934718879,6.042106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.15505126019164,11.475977754626888]}"
36,54,35.50600000000003,0.2497941,-0.25682676,0.1460816,-15.905822821427343,-9.818416846001558,0.6172844345263794,6.087405975425785,6.042106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.18200071871523,11.475977754626888]}"
37,44,35.44225806451618,0.21126543,-0.19917272,0.158364,-15.403322925948443,-9.530769114976488,0.6187476014620814,5.872553810971954,6.042106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.2269164829212,11.475977754626888]}"
38,40,34.52741935483874,0.21950829,-0.21083935,0.158364,-16.002720040190958,-9.144388669010974,0.5714271477626784,6.858331371179984,6.042106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.25386594144479,11.475977754626888]}"
39,34,32.7171428571429,0.25593874,-0.22304334,0.16451898,-16.163489469703276,-9.91471512269139,0.6134018982272027,6.248774347011885,6.042106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.30776485849196,11.475977754626888]}"
40,32,31.531250000000057,0.33598945,-0.29250523,0.16451898,-13.2599195105669,-7.87769162752942,0.5940979974464887,5.382227883037481,5.053007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.34369746985674,11.475977754626888]}"
41,28,33.13500000000005,0.23561972,-0.24872386,0.16571942,-16.15284301754413,-8.939500981485574,0.5534320473353261,7.213342036058554,5.053007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.40657953974511,11.475977754626888]}"
42,23,31.57054054054055,0.26326147,-0.25419134,0.16571942,-16.292087393231274,-9.94562873980898,0.6104576104803489,6.346458653422294,5.9006677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.45149530395108,11.475977754626888]}"
43,22,31.772857142857163,0.29192516,-0.28124145,0.16571942,-15.383840293555366,-9.119045828146819,0.5927678430181695,6.2647944654085475,5.9006677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.46047845679227,11.475977754626888]}"
44,17,32.218235294117676,0.21631622,-0.21086104,0.16470243,-16.7932562361847,-9.879298573966516,0.5882896345426702,6.913957662218184,5.9006677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.51437737383945,11.475977754626888]}"
45,12,32.40058823529415,0.25096262,-0.26370642,0.16470243,-16.253908011248537,-9.53439286728543,0.5865907977753498,6.719515143963108,5.9006677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.56827629088662,11.475977754626888]}"
46,6,33.80454545454546,0.22870816,-0.25202945,0.15584917,-16.392062187544415,-9.18711601020365,0.5604612711379612,7.204946177340764,6.349994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.66709097213976,11.475977754626888]}"
47,8,33.68705882352941,0.27161857,-0.26394272,0.15584917,-15.47951122301837,-8.484059661554497,0.5480831751934464,6.995451561463874,6.349994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.67607412498096,11.475977754626888]}"
48,5,33.63833333333338,0.24183583,-0.24229269,0.16379423,-16.963176860195116,-10.124062911714912,0.596825877319684,6.839113948480204,6.349994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.72098988918694,11.475977754626888]}"
49,4,32.81914285714288,0.13975395,-0.19493909,0.16379423,-16.751346624098993,-9.759330102256405,0.5825997348903483,6.992016521842588,6.349994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76590565339292,11.475977754626888]}"
50,86,35.55800000000005,0.2465476,-0.24761963,0.14875917,-16.861554763676253,-10.220027531848077,0.6061141854999288,6.641527231828176,6.876089,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.0472534260973,11.466994601785693]}"
51,59,36.44117647058829,0.20729421,-0.220495,0.1460816,-17.04382644532019,-10.025502388408876,0.5882189906458258,7.018324056911313,6.042106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.17301756587403,11.466994601785693]}"
52,40,35.05133333333339,0.16664936,-0.16932209,0.158364,-17.427867370619143,-10.038654217775894,0.576011625765503,7.389213152843249,6.042106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.25386594144479,11.466994601785693]}"
53,37,34.457878787878826,0.18770635,-0.18040426,0.158364,-16.87778405277531,-10.288995208811544,0.6096176593229764,6.588788843963767,6.042106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.27183224712718,11.466994601785693]}"
54,37,33.860303030303044,0.27994826,-0.26707506,0.158364,-15.74968414723066,-9.310936080954773,0.591182400479565,6.4387480662758865,6.042106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.28081539996838,11.466994601785693]}"
55,36,32.69580645161295,0.2841003,-0.25781485,0.158364,-14.252144695280455,-8.85800574979842,0.6215208966220863,5.394138945482036,6.042106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.29878170565077,11.466994601785693]}"
56,28,32.65516129032261,0.2860777,-0.25716794,0.16451898,-16.535952663077428,-9.397057091680223,0.568280357542544,7.138895571397205,5.053007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.38861323406272,11.466994601785693]}"
57,25,32.78470588235297,0.26892015,-0.2743398,0.16571942,-16.24209889138515,-9.2062118172112,0.5668117081896477,7.035887074173951,5.9006677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.4245458454275,11.466994601785693]}"
58,21,31.549444444444475,0.24834158,-0.239757,0.16571942,-16.656726636241984,-9.719096885132625,0.5834938098813276,6.937629751109359,5.9006677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.46946160963347,11.466994601785693]}"
59,14,33.15764705882356,0.24956825,-0.24493514,0.16470243,-16.02364085515456,-9.46645606501855,0.5907805941602426,6.557184790136011,5.9006677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.54132683236304,11.466994601785693]}"
60,14,33.03742857142862,0.2005562,-0.20385718,0.16470243,-16.409557922673972,-9.630131367903187,0.5868611094389518,6.779426554770785,5.9006677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.55030998520424,11.466994601785693]}"
61,8,33.49588235294124,0.3298432,-0.29463243,0.15584917,-15.464610883438558,-8.205185209262819,0.5305781872630212,7.2594256741757395,6.349994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.66709097213976,11.466994601785693]}"
62,9,33.459090909090946,0.27123663,-0.2595239,0.15584917,-15.695917055276306,-8.51606722704924,0.5425657638899472,7.179849828227066,6.349994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.67607412498096,11.466994601785693]}"
63,6,33.48941176470589,0.2152011,-0.23166761,0.15584917,-16.82033994661253,-9.178055176698864,0.5456521809802806,7.642284769913667,6.349994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.68505727782215,11.466994601785693]}"
64,3,32.67882352941177,0.11195908,-0.11277218,0.16379423,-17.982479758760892,-9.746941127599458,0.5420243069007677,8.235538631161434,6.349994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73895619486933,11.466994601785693]}"
65,95,36.613428571428585,0.21443973,-0.23425978,0.14875917,-17.58526935050406,-10.299340839277038,0.58568001626781,7.285928511227022,6.876089,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.00233766189132,11.458011448944497]}"
66,89,36.48444444444448,0.19790657,-0.21807002,0.14875917,-17.75137217216399,-10.528920439995693,0.5931327639283087,7.222451732168297,6.876089,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.0382702732561,11.458011448944497]}"
67,61,36.275142857142896,0.21895169,-0.20302276,0.1460816,-15.373915052276477,-9.140602800127498,0.5945527062590353,6.233312252148979,6.9628677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.13708495450925,11.458011448944497]}"
68,54,34.7306451612904,0.27618036,-0.26149085,0.1460816,-15.245316868649725,-9.123987894916935,0.5984780751707028,6.1213289737327905,6.042106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.18200071871523,11.458011448944497]}"
69,50,33.84687500000001,0.2807032,-0.26102942,0.1460816,-15.576086446952186,-8.918371796141148,0.5725682010378307,6.657714650811037,6.042106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.19098387155643,11.458011448944497]}"
70,27,32.36290322580646,0.3320911,-0.30162776,0.16571942,-16.187443034726346,-9.278846336587172,0.5732126016864796,6.908596698139174,5.053007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.40657953974511,11.458011448944497]}"
71,22,32.543750000000045,0.2743249,-0.27234793,0.16571942,-16.136984158351073,-9.41513891772196,0.5834509611791072,6.721845240629113,5.9006677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.45149530395108,11.458011448944497]}"
72,21,31.77606060606064,0.25845197,-0.2589809,0.16571942,-16.292832338893252,-9.774118676959812,0.5999029802588488,6.51871366193344,5.9006677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.47844476247467,11.458011448944497]}"
73,19,31.550625000000025,0.2517249,-0.24022347,0.16571942,-17.04548067253183,-10.1689538188895,0.5965777096140443,6.87652685364233,5.9006677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.49641106815706,11.458011448944497]}"
74,19,31.578125000000057,0.33040977,-0.29373184,0.16470243,-14.990401057060614,-8.648071453298105,0.576907276888685,6.34232960376251,5.9006677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.50539422099826,11.458011448944497]}"
75,18,32.156451612903254,0.2767738,-0.25467414,0.16470243,-15.753501131040538,-9.165065185527608,0.5817795745397102,6.588435945512931,5.9006677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.51437737383945,11.458011448944497]}"
76,12,32.345294117647086,0.20263107,-0.22907586,0.16470243,-16.70027596720417,-9.61514524334059,0.5757476859797235,7.08513072386358,5.9006677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.57725944372781,11.458011448944497]}"
77,10,33.12705882352941,0.23229995,-0.24844353,0.16470243,-16.08863407446438,-9.433043582222737,0.5863172435001621,6.655590492241643,6.349994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.5952257494102,11.458011448944497]}"
78,9,33.53250000000003,0.2093672,-0.23449297,0.15584917,-16.795594028576286,-9.809978227974156,0.584080456534214,6.98561580060213,6.349994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.6221752079338,11.458011448944497]}"
79,3,32.83812500000005,0.16099317,-0.17602077,0.16379423,-17.712373416062672,-10.081283161647791,0.5691661374136039,7.631090254414881,6.349994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75692250055172,11.458011448944497]}"
80,94,34.80257142857147,0.20688531,-0.22073561,0.14875917,-17.542884325152418,-9.871429846241288,0.5627027838340103,7.67145447891113,6.876089,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.0292871204149,11.449028296103302]}"
81,83,36.428888888888935,0.2297869,-0.23021954,0.14875917,-16.51600191635019,-9.586038874189299,0.5804091645629744,6.929963042160892,6.876089,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.0472534260973,11.449028296103302]}"
82,80,36.03222222222223,0.22899708,-0.22205253,0.14875917,-16.107965080214232,-9.653238591110126,0.599283555870593,6.454726489104106,6.9628677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.0562365789385,11.449028296103302]}"
83,51,33.212580645161324,0.25480694,-0.25603348,0.1460816,-15.994024330174895,-9.893538868778231,0.6185772051198353,6.100485461396664,6.042106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.19098387155643,11.449028296103302]}"
84,37,33.321875000000034,0.24574304,-0.2267025,0.158364,-16.89191116258743,-10.508830264430197,0.6221220419217798,6.383080898157234,6.042106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.28979855280957,11.449028296103302]}"
85,34,33.17774193548388,0.18752886,-0.20780776,0.16451898,-17.83776277451857,-10.58562487551207,0.5934390432994067,7.252137899006501,5.053007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.33471431701554,11.449028296103302]}"
86,29,33.334516129032295,0.2786749,-0.2543341,0.16451898,-14.844265792791735,-7.979291216573169,0.5375335720846398,6.864974576218565,5.053007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.37064692838032,11.449028296103302]}"
87,24,32.202121212121256,0.22192805,-0.24417807,0.16571942,-17.090418099564324,-9.528670718059434,0.5575446231068123,7.56174738150489,5.9006677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.4245458454275,11.449028296103302]}"
88,13,32.34470588235297,0.27270395,-0.2627503,0.16470243,-15.912147004337518,-8.97132160719594,0.5638033387166692,6.9408253971415785,5.9006677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.57725944372781,11.449028296103302]}"
89,4,32.30600000000004,0.22409812,-0.19242853,0.16379423,-16.459931623668904,-10.403928834115066,0.6320760664129684,6.056002789553839,6.349994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.72098988918694,11.449028296103302]}"
90,5,33.21424242424246,0.21783859,-0.21837129,0.16379423,-15.673722196335882,-7.6909792799868155,0.49069258620551354,7.982742916349067,6.349994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76590565339292,11.449028296103302]}"
91,83,35.72657142857145,0.20048128,-0.21141297,0.14875917,-16.93213583149032,-9.88129824064545,0.5835825048289685,7.050837590844871,6.876089,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.0382702732561,11.440045143262108]}"
92,84,36.34621621621625,0.17717817,-0.19514884,0.14875917,-18.644231465488897,-10.485875363469155,0.5624192867847015,8.158356102019741,6.876089,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.0472534260973,11.440045143262108]}"
93,62,37.14314285714289,0.19047746,-0.18971711,0.1460816,-17.00387700472317,-9.319142692731544,0.5480598742359148,7.684734311991624,6.042106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.14606810735044,11.440045143262108]}"
94,48,32.972352941176496,0.2393893,-0.21382694,0.158364,-16.886274111894984,-9.918939414497231,0.5873965653269929,6.967334697397753,6.042106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.21793333008,11.440045143262108]}"
95,37,34.901250000000005,0.16266355,-0.17220108,0.16451898,-17.84204764409469,-10.568925526558436,0.5923605707922491,7.273122117536255,6.042106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.31674801133316,11.440045143262108]}"
96,32,32.721034482758625,0.24783537,-0.24417348,0.16451898,-17.599466962502273,-10.125600232673682,0.5753356197802728,7.4738667298285915,5.053007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.35268062269793,11.440045143262108]}"
97,27,32.72066666666666,0.31129268,-0.28097168,0.16451898,-15.91836276501503,-9.00584627425194,0.5657520441766009,6.912516490763089,5.053007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.38861323406272,11.440045143262108]}"
98,18,32.18750000000006,0.33613193,-0.30661714,0.16571942,-16.894057410320837,-9.846648106842554,0.5828468477221516,7.0474093034782825,5.9006677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.49641106815706,11.440045143262108]}"
99,17,32.53645161290325,0.28577563,-0.2514531,0.16470243,-16.207451429630705,-9.56302845652089,0.5900390013841176,6.6444229731098154,5.9006677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.52336052668065,11.440045143262108]}"
100,16,33.1817241379311,0.30369264,-0.2997174,0.16470243,-15.853497619275556,-9.268571148555928,0.5846388835537899,6.584926470719628,5.9006677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.53234367952184,11.440045143262108]}"
101,12,32.416875000000005,0.2501329,-0.26279184,0.16470243,-15.874448296951217,-9.285824496159872,0.5849541554110748,6.5886238007913445,6.349994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.5952257494102,11.440045143262108]}"
102,10,32.80030303030304,0.2214391,-0.21783593,0.15584917,-14.433691649337835,-5.259731891748711,0.3644065579016307,9.173959757589124,6.349994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.64912466645738,11.440045143262108]}"
103,7,33.71303030303034,0.20816168,-0.20736513,0.15584917,-16.56966366764586,-9.435255422716876,0.5694295075608734,7.1344082449289825,6.349994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.69404043066335,11.440045143262108]}"
104,81,36.718571428571465,0.1529318,-0.18848684,0.14875917,-18.07665405856512,-10.341858561195908,0.5721113281080746,7.734795497369211,6.9628677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.07420288462089,11.431061990420911]}"
105,76,35.384857142857186,0.1925783,-0.15722764,0.14875917,-16.286630941597096,-11.026060998285171,0.6770007276412157,5.260569943311925,6.9628677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.08318603746208,11.431061990420911]}"
106,63,32.70485714285718,0.1798452,-0.17254902,0.1460816,-16.803421050288023,-9.831649573696819,0.5850980906967332,6.971771476591204,6.9628677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.11911864882686,11.431061990420911]}"
107,50,32.78000000000003,0.2652152,-0.2797333,0.1460816,-16.186216014710855,-10.315227627283521,0.6372846882747962,5.870988387427333,6.042106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.19996702439762,11.431061990420911]}"
108,42,32.71764705882356,0.30799514,-0.30668575,0.158364,-15.845691405140338,-9.227480325100887,0.5823337138894107,6.618211080039451,6.042106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.26284909428598,11.431061990420911]}"
109,43,32.37800000000004,0.24406458,-0.23022467,0.158364,-15.943711592254711,-9.429097765046386,0.5913991676584857,6.514613827208326,6.042106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.27183224712718,11.431061990420911]}"
110,40,34.34212121212124,0.29671192,-0.2737962,0.158364,-17.62392483419697,-10.16512195933828,0.5767796932278196,7.458802874858689,6.042106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.28979855280957,11.431061990420911]}"
111,40,34.09909090909093,0.16584764,-0.19147599,0.158364,-16.798719891068068,-9.590562175237594,0.5709102977743515,7.208157715830474,6.042106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.29878170565077,11.431061990420911]}"
112,39,32.44939393939393,0.23417194,-0.22646905,0.16451898,-16.899241508898015,-9.862122849734352,0.5835837569716732,7.037118659163664,5.053007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.32573116417434,11.431061990420911]}"
113,29,32.30666666666673,0.20410523,-0.20141342,0.16451898,-16.401027777603947,-10.017744131985577,0.6107997783934663,6.38328364561837,5.053007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.37963008122152,11.431061990420911]}"
114,24,32.53666666666669,0.2286682,-0.24404393,0.16571942,-16.238882855052736,-8.994930742717425,0.5539131492606739,7.243952112335311,5.9006677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.4155626925863,11.431061990420911]}"
115,23,33.06200000000001,0.23253486,-0.23070534,0.16571942,-16.576420250858835,-9.510826743564072,0.5737563719809354,7.065593507294762,5.9006677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.4335289982687,11.431061990420911]}"
116,18,32.68032258064517,0.28384745,-0.28011918,0.16571942,-16.430730348330535,-9.103924536953585,0.5540791154106306,7.32680581137695,5.9006677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.49641106815706,11.431061990420911]}"
