system:index,NDVI,VH,VV,soil_moisture,.geo
40,0.14275440489032723,-19.754629017210593,-11.940454656367153,6.107402801513672,"{""type"":""Point"",""coordinates"":[73.00934365158506,25.681947412448196]}"
41,0.09882830828407765,-19.740372497137688,-12.796984415208664,4.7582926750183105,"{""type"":""Point"",""coordinates"":[73.06063420225207,28.827155082094606]}"
42,0.13846778130726162,-20.391161250104616,-13.934745528244664,4.183825492858887,"{""type"":""Point"",""coordinates"":[71.52101671252993,26.043785816341412]}"
43,0.09610093918983019,-19.6934850283559,-13.450190290334575,5.164026737213135,"{""type"":""Point"",""coordinates"":[71.22233084948112,25.32813786951985]}"
44,0.1313374939165784,-22.588536836674724,-14.452157337608417,5.729872703552246,"{""type"":""Point"",""coordinates"":[73.91820963839879,28.761842519329804]}"
45,0.2346865554806584,-15.560845738202294,-9.915312446501353,4.70962381362915,"{""type"":""Point"",""coordinates"":[71.24163581701467,25.66791645998027]}"
46,0.1027710155620183,-20.95908799890368,-14.88355145849996,3.9458224773406982,"{""type"":""Point"",""coordinates"":[71.99109785801471,28.00284689038822]}"
47,0.1170063689060035,-20.054630381902186,-12.747590627559894,4.071807861328125,"{""type"":""Point"",""coordinates"":[73.87367171026739,28.229005968912876]}"
48,0.13217522658610276,-18.5733080521384,-11.478057619548762,5.765782356262207,"{""type"":""Point"",""coordinates"":[74.8168022621415,28.171440296017586]}"
49,0.07738686734477405,-19.699473977629495,-13.789174136217555,4.421772003173828,"{""type"":""Point"",""coordinates"":[71.73444420215351,25.90542168304364]}"
50,0.24367597743705052,-16.113469716616567,-9.684923849802722,5.8508734703063965,"{""type"":""Point"",""coordinates"":[73.09966455878491,25.13518032922283]}"
51,0.09665157918427562,-23.70923404003712,-16.853986488956348,3.8410956859588623,"{""type"":""Point"",""coordinates"":[71.59843059597367,27.06729732066201]}"
52,0.17478297993453817,-17.53984505437217,-11.614822804671057,7.10374116897583,"{""type"":""Point"",""coordinates"":[74.25648768582718,25.481615707740357]}"
53,0.12722938371887696,-19.69630808448506,-13.341279736078759,4.837249279022217,"{""type"":""Point"",""coordinates"":[71.62978017344525,25.31972444233083]}"
54,0.12080562857584663,-19.435531569325907,-13.177675922152527,4.428951263427734,"{""type"":""Point"",""coordinates"":[71.91051668040971,27.558094906214976]}"
55,0.11212507401122114,-22.200611079311326,-15.470776102452014,5.677635192871094,"{""type"":""Point"",""coordinates"":[73.36392737190475,27.95706368037818]}"
56,0.11095250571431152,-19.859191326852596,-12.532578583217994,6.223060607910156,"{""type"":""Point"",""coordinates"":[73.209855814503,26.367068805827223]}"
57,0.10362101353831545,-24.268259860310327,-16.481958272447795,3.7442209720611572,"{""type"":""Point"",""coordinates"":[71.70208522828102,28.060993660288176]}"
58,0.10073898717169455,-21.29905016874751,-13.489198312286158,4.5665178298950195,"{""type"":""Point"",""coordinates"":[72.76817199639146,28.952000698283225]}"
59,0.13343108504398823,-19.520733813430613,-12.116046506940116,6.50485372543335,"{""type"":""Point"",""coordinates"":[73.33686804516785,26.79095085109476]}"
60,0.09350948708626944,-19.97538360498673,-14.082091285258855,4.585330486297607,"{""type"":""Point"",""coordinates"":[71.37969125441602,25.357126308884336]}"
61,0.1602991438529999,-19.87519353999212,-13.14017496725078,6.08576774597168,"{""type"":""Point"",""coordinates"":[73.78445967743433,27.823494966038623]}"
62,0.1261923588095759,-21.949678727731328,-13.471163990146678,5.705903053283691,"{""type"":""Point"",""coordinates"":[74.07186882354777,27.36012061425843]}"
63,0.15126046165452361,-19.884309631498414,-11.348578003105555,4.177990913391113,"{""type"":""Point"",""coordinates"":[71.16417678830494,28.94162677341274]}"
64,0.09394302181444476,-21.77249274908929,-15.04126012898922,4.056398391723633,"{""type"":""Point"",""coordinates"":[72.07273850964341,28.260009613634104]}"
65,0.14547203440178802,-18.54280538321619,-11.915225829092128,4.249042510986328,"{""type"":""Point"",""coordinates"":[71.42983519656507,27.48049537932368]}"
66,0.08456082676964656,-22.886064434138685,-15.771146996451778,0.0,"{""type"":""Point"",""coordinates"":[72.01952927816947,28.666080178545812]}"
67,0.10477447981088946,-20.4578760908505,-12.7752168625927,4.20380973815918,"{""type"":""Point"",""coordinates"":[71.08995142988601,27.039341750711362]}"
68,0.10592481570978497,-21.403990413168827,-13.978509182425135,5.214883327484131,"{""type"":""Point"",""coordinates"":[73.84720408101573,28.6661379893889]}"
69,0.12080552555725615,-21.80263136432811,-15.24798326373185,5.362222194671631,"{""type"":""Point"",""coordinates"":[73.37023277307108,28.61880324636743]}"
70,0.16876299085211532,-18.85595620508211,-11.057929595117049,5.42555046081543,"{""type"":""Point"",""coordinates"":[73.04076545182637,28.94859909196092]}"
71,0.12909220872051466,-19.410932324320413,-11.970978754318983,6.146937847137451,"{""type"":""Point"",""coordinates"":[73.29108527307368,25.713617586749898]}"
72,0.15411260636050933,-18.991839892793855,-11.4070740265574,5.958701133728027,"{""type"":""Point"",""coordinates"":[73.37762125877204,25.95862214671352]}"
73,0.11418876638349104,-20.895351297735147,-14.016019476095494,4.5080156326293945,"{""type"":""Point"",""coordinates"":[72.0712090630115,25.699560218927935]}"
74,0.17367523987681524,-20.80898351254338,-13.431262557277162,3.9584999084472656,"{""type"":""Point"",""coordinates"":[71.3428300083179,26.13963911003072]}"
75,0.11985330888481413,-21.453058940448713,-13.128481992484401,5.84758996963501,"{""type"":""Point"",""coordinates"":[74.8696318335986,28.57966680677623]}"
76,0.15175961607012203,-19.033090706846615,-11.294821876241118,6.492053508758545,"{""type"":""Point"",""coordinates"":[73.54005858296826,26.87308513720498]}"
77,0.29577577687533885,-16.64356690879505,-9.991779669848926,6.727376937866211,"{""type"":""Point"",""coordinates"":[74.7508599328663,25.136577372061392]}"
78,0.19761766695660576,-17.797200486889224,-10.913457462521515,6.182677745819092,"{""type"":""Point"",""coordinates"":[72.94442959635433,26.65322376160283]}"
79,0.2598107998008419,-20.432755397150267,-12.72928566518426,4.784907817840576,"{""type"":""Point"",""coordinates"":[73.17233896349263,28.109359695520414]}"
80,0.3060965954077593,-16.623506700721734,-9.950680775458908,6.44105863571167,"{""type"":""Point"",""coordinates"":[73.46172739951234,25.205967308314957]}"
81,0.08442829321567846,-23.723474138714852,-15.058524343617332,3.8449547290802,"{""type"":""Point"",""coordinates"":[71.3328609189679,28.0836462925308]}"
82,0.15474154938839932,-19.63087695989748,-12.723050939844766,4.583139896392822,"{""type"":""Point"",""coordinates"":[72.2163396490043,26.749893470934506]}"
83,0.09302276515391276,-23.28458712429708,-15.45598261516371,3.8449547290802,"{""type"":""Point"",""coordinates"":[71.38832471937005,28.100408396223138]}"
84,0.09119147461859195,-18.46912783998704,-12.103669645887038,4.0871148109436035,"{""type"":""Point"",""coordinates"":[71.33665189882082,25.962627182074346]}"
85,0.06620516974740415,-25.02280807904499,-17.27631128260398,4.014181613922119,"{""type"":""Point"",""coordinates"":[71.26190251034971,27.779199171041217]}"
86,0.09599728629579374,-23.589784210355006,-15.851592117593693,4.280224323272705,"{""type"":""Point"",""coordinates"":[71.36873183334578,28.58642382822639]}"
87,0.0727551740837773,-20.690419730622967,-13.997312968590075,4.664106845855713,"{""type"":""Point"",""coordinates"":[72.59460867481711,28.438335654979706]}"
88,0.2827078769982937,-14.362495642289764,-8.605233056980628,7.6527838706970215,"{""type"":""Point"",""coordinates"":[74.84977437354662,25.040165889815416]}"
89,0.21653621701104353,-13.738627138833689,-8.660640724091762,6.075554370880127,"{""type"":""Point"",""coordinates"":[73.63028742176095,25.34456452144396]}"
90,0.15029237685181884,-20.5109168351851,-12.889048781605215,4.648029804229736,"{""type"":""Point"",""coordinates"":[72.86587804323527,27.250523920444756]}"
91,0.10255243163754776,-21.43778668447173,-13.432634432808275,5.310563087463379,"{""type"":""Point"",""coordinates"":[74.94436446103694,28.81706612194068]}"
92,0.25870304483714346,-15.926496361404435,-8.745411666446945,6.896651744842529,"{""type"":""Point"",""coordinates"":[74.59602365374596,25.216565168402038]}"
93,0.1632224139921031,-19.05114413125291,-12.034868728446533,5.954715251922607,"{""type"":""Point"",""coordinates"":[73.01843306366698,26.728430660292542]}"
94,0.0922777626328963,-19.40243337913301,-13.144186822734428,4.534940242767334,"{""type"":""Point"",""coordinates"":[71.39934984580877,25.516392320117024]}"
95,0.08747096898319298,-21.652782167187365,-13.883737696229762,5.671080112457275,"{""type"":""Point"",""coordinates"":[72.13803676168214,26.55941944045133]}"
96,0.07960530298444214,-20.50240468068066,-12.940538428637344,4.557058334350586,"{""type"":""Point"",""coordinates"":[72.5381210136933,28.4519017203344]}"
97,0.10970024979184013,-21.433981701908696,-13.91924682495626,3.763558864593506,"{""type"":""Point"",""coordinates"":[71.18027357676725,26.440073119431865]}"
98,0.16451806970048558,-16.382760606411637,-9.996649639984723,7.720515727996826,"{""type"":""Point"",""coordinates"":[74.25004784142457,26.1809504534047]}"
99,0.15897992403689645,-20.672705512815657,-13.04447748429756,4.006241321563721,"{""type"":""Point"",""coordinates"":[71.73939839610131,26.372644546874785]}"
100,0.10680221954910563,-19.659493637018212,-13.447278313365643,4.506408214569092,"{""type"":""Point"",""coordinates"":[71.5544638505827,25.57516270482311]}"
101,0.10009335755945273,-20.35903870657676,-13.699056090659141,4.688817024230957,"{""type"":""Point"",""coordinates"":[73.45982367454859,28.06058256346695]}"
102,0.15266674938405092,-18.678175931518478,-12.291785523485117,5.799976825714111,"{""type"":""Point"",""coordinates"":[72.09127969705109,25.374328299526468]}"
103,0.10656551105989308,-20.83094899684297,-13.982569778729811,4.976597309112549,"{""type"":""Point"",""coordinates"":[73.29205097632433,28.975353973468582]}"
104,0.06149376588790703,-24.024201562818007,-16.682488584381115,4.152285099029541,"{""type"":""Point"",""coordinates"":[71.81830243344206,28.71753052512296]}"
105,0.08736997816337551,-23.16738802463475,-15.30019570790252,5.001465797424316,"{""type"":""Point"",""coordinates"":[73.89310970130258,28.92550323196688]}"
106,0.09503645915482702,-22.946105567257735,-15.164936133318845,3.9073359966278076,"{""type"":""Point"",""coordinates"":[71.88662235267866,27.10345378837668]}"
107,0.08763695369389425,-21.840859681789322,-13.720553983825813,3.5943844318389893,"{""type"":""Point"",""coordinates"":[71.01036521210534,26.573294200897347]}"
108,0.19239255657743148,-18.493710477524576,-11.81062619935805,5.694271564483643,"{""type"":""Point"",""coordinates"":[72.35846247065838,25.372830432673815]}"
109,0.12883573499988757,-21.71261464727599,-13.742216152890549,4.92521333694458,"{""type"":""Point"",""coordinates"":[74.75214543656799,28.661427804399864]}"
110,0.11266379347873401,-22.068210047129774,-14.525749334327791,4.315718173980713,"{""type"":""Point"",""coordinates"":[71.65831727430121,26.7884071531371]}"
111,0.14824859272089158,-19.910786741956336,-12.789235397261198,6.908231258392334,"{""type"":""Point"",""coordinates"":[73.47453439339168,26.72404620601519]}"
112,0.2034050728135713,-17.012679218251282,-9.939278240626193,4.94106388092041,"{""type"":""Point"",""coordinates"":[72.43663933541889,25.467258642325223]}"
113,0.23685382342225642,-18.970390552926844,-10.905912214991522,6.812998294830322,"{""type"":""Point"",""coordinates"":[74.88557244820221,26.237989125226648]}"
114,0.1605722967839959,-20.045699261392716,-12.470367356298876,6.704193592071533,"{""type"":""Point"",""coordinates"":[74.4089842778395,26.90334667599622]}"
115,0.15624221280837278,-15.246075648771555,-9.219798499552518,7.104221343994141,"{""type"":""Point"",""coordinates"":[73.78815035159242,25.198123824026972]}"
116,0.09935595785122449,-20.81507656221859,-12.301744868971106,3.9296882152557373,"{""type"":""Point"",""coordinates"":[72.76077123673527,27.7092541194632]}"
117,0.10055551424899357,-20.468847794845008,-13.216734481338808,4.5665178298950195,"{""type"":""Point"",""coordinates"":[72.83462414210632,28.942246989286375]}"
118,0.14495877382052072,-20.734527235505304,-13.467559944419497,5.719496726989746,"{""type"":""Point"",""coordinates"":[73.43121652378152,27.130294124621237]}"
119,0.10900307422046555,-22.13956529597044,-15.07323760415816,3.869838237762451,"{""type"":""Point"",""coordinates"":[71.3551602644497,27.139119392310846]}"
120,0.11620297712464923,-20.025012412870375,-13.53576980333379,4.622844696044922,"{""type"":""Point"",""coordinates"":[73.5523408216966,27.993140505441435]}"
121,0.14264396929178697,-20.08007728414595,-12.81150970640644,5.647400856018066,"{""type"":""Point"",""coordinates"":[74.84002783529152,28.151737484155127]}"
122,0.19225355530747953,-18.428033724102434,-11.817657486790463,7.2205586433410645,"{""type"":""Point"",""coordinates"":[73.8595511124953,25.978703423706797]}"
123,0.1140732154930938,-22.808587669706927,-14.757028766253095,5.347311019897461,"{""type"":""Point"",""coordinates"":[73.9156534179609,27.42813530479783]}"
124,0.09491681515145446,-20.343339777325408,-13.437895169430924,4.818648815155029,"{""type"":""Point"",""coordinates"":[74.11521864897597,28.19410301005819]}"
125,0.08645392033721495,-23.41415949664772,-15.17536973800808,3.8449547290802,"{""type"":""Point"",""coordinates"":[71.39997194949113,28.093792529757533]}"
126,0.07279843444227006,-22.16722230522477,-15.241861643837494,4.199939727783203,"{""type"":""Point"",""coordinates"":[71.56535124137434,26.531314230065366]}"
127,0.14590836304758048,-21.92338155932287,-13.979216098623457,5.642846584320068,"{""type"":""Point"",""coordinates"":[74.42141214100035,27.3346833675463]}"
128,0.13623614264725525,-19.371863751849162,-12.15535634321735,5.922275543212891,"{""type"":""Point"",""coordinates"":[73.07819378811774,25.83333641852848]}"
129,0.10787545820343075,-20.108914289334415,-13.458597825137934,4.086948871612549,"{""type"":""Point"",""coordinates"":[72.29895366888148,28.13287853622774]}"
130,0.23639581182716413,-17.619826589135712,-10.722208638453855,6.480502128601074,"{""type"":""Point"",""coordinates"":[74.94636967468568,27.20974632541893]}"
131,0.1319413745996526,-19.742677583587902,-13.369659545417921,4.36417293548584,"{""type"":""Point"",""coordinates"":[71.34743732621648,25.81107254560352]}"
132,0.09566012044083533,-21.480873495565373,-14.602121888929087,4.181238174438477,"{""type"":""Point"",""coordinates"":[71.53951854497102,28.682852432590604]}"
133,0.09462026595529689,-20.855940017186096,-13.61359347175688,5.085602283477783,"{""type"":""Point"",""coordinates"":[73.12874802835164,27.2645634014501]}"
134,0.10645554202192453,-20.224509337597684,-13.246614671594244,6.154443264007568,"{""type"":""Point"",""coordinates"":[72.55724892914769,26.37271151089249]}"
135,0.12059319277599849,-21.761171668505398,-13.969176321456695,4.593080520629883,"{""type"":""Point"",""coordinates"":[72.51378300160434,27.4727231550677]}"
136,0.1583412386502236,-17.662044068294893,-11.640021582273807,6.213374137878418,"{""type"":""Point"",""coordinates"":[73.21037163761609,25.105302035350455]}"
137,0.18055382145822252,-17.298414323778186,-11.391143389711802,5.573699951171875,"{""type"":""Point"",""coordinates"":[72.26563380762839,25.260183925534033]}"
138,0.12569382862022532,-20.884705763450786,-13.550542337251532,5.498549461364746,"{""type"":""Point"",""coordinates"":[74.94068500080277,28.3644366366991]}"
139,0.11543496178024855,-22.89662526622105,-14.184745622730071,5.653289318084717,"{""type"":""Point"",""coordinates"":[73.99969763451139,27.452402515274933]}"
140,0.2007365477733069,-18.65894428538031,-12.217747191521521,6.5495381355285645,"{""type"":""Point"",""coordinates"":[74.34384860593832,25.29663110312361]}"
141,0.16489566170735842,-19.925885277291762,-12.650777836339618,4.437825679779053,"{""type"":""Point"",""coordinates"":[74.34205033538774,28.47584900995025]}"
142,0.12620810981039468,-18.88885041152105,-12.464805871118767,5.084799766540527,"{""type"":""Point"",""coordinates"":[71.0697074592627,25.17210421606923]}"
143,0.15234098217692263,-20.464738839314617,-13.343300609896053,4.497250556945801,"{""type"":""Point"",""coordinates"":[72.3622500013245,27.302189179157054]}"
144,0.22487703404164314,-14.844124644709105,-8.714239038839686,7.424494743347168,"{""type"":""Point"",""coordinates"":[74.0175763928928,25.7011351028345]}"
145,0.08981558133272165,-22.52320427686474,-15.168055750140416,4.304481029510498,"{""type"":""Point"",""coordinates"":[71.96112108086466,26.57437197063804]}"
146,0.16148200370123245,-18.1384920673022,-10.297498165598755,4.990074157714844,"{""type"":""Point"",""coordinates"":[72.82927094668304,28.901401602576843]}"
147,0.1795228963718647,-19.34244747559952,-11.952183767404605,5.426663398742676,"{""type"":""Point"",""coordinates"":[73.06430195986319,27.02390893455359]}"
148,0.1537884980631202,-21.044309068292353,-13.079677540013124,5.7097086906433105,"{""type"":""Point"",""coordinates"":[74.05858547549475,27.499869085989406]}"
149,0.19010250312030114,-17.716831593753994,-11.319949346570521,4.683635711669922,"{""type"":""Point"",""coordinates"":[71.04956604814741,27.334293294941833]}"
150,0.10277254041356289,-22.98677995692645,-15.346366241547154,4.267244815826416,"{""type"":""Point"",""coordinates"":[71.69519832823984,26.686480083633246]}"
151,0.16103566561721727,-20.476611857006894,-13.199131526862649,5.547288417816162,"{""type"":""Point"",""coordinates"":[74.60088538766944,28.110606199964657]}"
152,0.15983656174334135,-19.070245388213834,-10.868305012937874,6.379972457885742,"{""type"":""Point"",""coordinates"":[73.34448971731433,25.71813265010047]}"
153,0.17942749714643805,-18.625253921736647,-11.157856169409811,6.197364807128906,"{""type"":""Point"",""coordinates"":[72.6729822281094,26.56527228301321]}"
154,0.1461009005772513,-20.94933196171321,-13.50972513565922,5.671448230743408,"{""type"":""Point"",""coordinates"":[74.04393227198071,27.613411789580578]}"
155,0.11699163654172201,-21.909212062363018,-13.632191649214631,5.437800884246826,"{""type"":""Point"",""coordinates"":[72.58414411331401,26.17553097424811]}"
156,0.043450337883642436,-24.1134272421713,-16.316467066846023,3.83262038230896,"{""type"":""Point"",""coordinates"":[71.70212648917328,28.964342923310895]}"
157,0.16017851321424956,-20.266360964617363,-12.92300883701954,5.353943824768066,"{""type"":""Point"",""coordinates"":[74.57996907110781,28.138624852529226]}"
158,0.08187364097608119,-21.533147105088048,-14.494058582529862,3.931710958480835,"{""type"":""Point"",""coordinates"":[72.14981932904725,28.04345262160376]}"
159,0.15093983464279573,-16.139309843957907,-9.115637683810698,5.807867050170898,"{""type"":""Point"",""coordinates"":[74.76344615014825,26.54216350368358]}"
160,0.18756729595865337,-18.349870222176104,-10.35399292553684,6.358221530914307,"{""type"":""Point"",""coordinates"":[74.82256897024922,26.702383484274026]}"
161,0.07635553705988699,-24.045738093142152,-15.879528612325412,5.206097602844238,"{""type"":""Point"",""coordinates"":[73.05352516991394,28.216303963950036]}"
162,0.05193481705391512,-24.764267383974307,-15.256116861596736,3.84287166595459,"{""type"":""Point"",""coordinates"":[71.67863212018983,28.91292160844264]}"
163,0.11547642392972828,-19.595375150367616,-13.015133174606921,3.7488937377929688,"{""type"":""Point"",""coordinates"":[71.2479282815495,26.512507501229482]}"
164,0.0739331432660525,-24.207033563447755,-16.727923601328982,4.207348823547363,"{""type"":""Point"",""coordinates"":[71.21717447434486,28.58893813640747]}"
165,0.12028401974889505,-20.644504121571934,-13.460718503904237,4.917701721191406,"{""type"":""Point"",""coordinates"":[72.24554692241831,26.0171417762771]}"
166,0.08336442258775653,-22.306839915316427,-16.312322927127205,4.280346870422363,"{""type"":""Point"",""coordinates"":[71.76877928095966,27.371362719343566]}"
167,0.08442829321567846,-23.723474138714852,-15.058524343617332,3.8449547290802,"{""type"":""Point"",""coordinates"":[71.34334330410206,28.08745300188683]}"
168,0.1300210845001892,-18.82903287690275,-11.639279657418209,6.182677745819092,"{""type"":""Point"",""coordinates"":[73.11862897738565,26.602900224110254]}"
169,0.1364164996412046,-22.50542605883259,-14.278997766844402,4.759551048278809,"{""type"":""Point"",""coordinates"":[73.61858286256083,28.31306759005328]}"
170,0.21240022978407053,-17.368020694516282,-10.559428929950258,5.4916486740112305,"{""type"":""Point"",""coordinates"":[72.40265003120929,25.224742076316545]}"
171,0.18354193209922806,-17.83314471773335,-10.925901220129884,5.9868574142456055,"{""type"":""Point"",""coordinates"":[73.38648609060184,25.621682605642047]}"
172,0.17999206381443075,-19.154766580491835,-12.01654583342737,5.143923759460449,"{""type"":""Point"",""coordinates"":[72.96683539461617,28.672090624943536]}"
173,0.12356607352542674,-20.302391942838586,-13.18298670035621,6.11927604675293,"{""type"":""Point"",""coordinates"":[74.94102432338826,28.06507656851642]}"
174,0.20427924662058744,-18.69074430578082,-11.805895924367398,3.7573728561401367,"{""type"":""Point"",""coordinates"":[71.3466731401941,26.955267259489975]}"
175,0.14429649193597693,-19.35749120375745,-13.487328595247197,5.235607147216797,"{""type"":""Point"",""coordinates"":[71.90174275764197,25.40871017136302]}"
176,0.11952394458242156,-22.62781159395207,-14.418384580588471,5.967410564422607,"{""type"":""Point"",""coordinates"":[72.43761878931113,26.04795583489692]}"
177,0.1610144500147449,-20.8790036931168,-12.660032254445737,6.308509349822998,"{""type"":""Point"",""coordinates"":[74.45947555753321,27.611108656112084]}"
178,0.13227098328058923,-20.71830467350496,-13.0574161925802,6.422229766845703,"{""type"":""Point"",""coordinates"":[73.70579282379352,26.924974280152107]}"
179,0.10153792154767702,-19.58089559981086,-12.489573715765879,4.917701721191406,"{""type"":""Point"",""coordinates"":[72.20763238271446,26.049638671850914]}"
180,0.16965410328456548,-19.566689227149038,-12.50304372757049,5.867708683013916,"{""type"":""Point"",""coordinates"":[74.74667705470671,26.94595362970334]}"
181,0.12374835991989504,-20.17128242656295,-12.952574459840001,6.775054454803467,"{""type"":""Point"",""coordinates"":[74.37756521031955,26.997975656033802]}"
182,0.10422900285296774,-22.479219595490157,-14.49848821861943,4.653393745422363,"{""type"":""Point"",""coordinates"":[71.2612525189131,27.44594316220436]}"
183,0.09011600054461925,-23.800265979151053,-15.611393130978083,4.355358600616455,"{""type"":""Point"",""coordinates"":[72.23824559074275,28.887874915314022]}"
184,0.12693086330735742,-18.938697960688415,-12.589865461472558,5.448200702667236,"{""type"":""Point"",""coordinates"":[72.55236358308213,26.42777549884503]}"
